CP,Localidad,Provincia,,,,
5701,Ca¤ada Honda,San Luis,,,,
5701,Cerro Blanco,San Luis,,,,
5701,Cerro De Piedra,San Luis,,,,
5701,Cerros Largos,San Luis,,,,
5701,Chipical,San Luis,,,,
5701,Cruz De Caqa,San Luis,,,,
5701,Cruz De Ca¤a,San Luis,,,,
5701,Cruz De Piedra,San Luis,,,,
5701,Daniel Donovan,San Luis,,,,
5701,El  Valle,San Luis,,,,
5701,El Amparo,San Luis,,,,
5701,El Arenal,San Luis,,,,
5701,El Chorrillo,San Luis,,,,
5701,El Durazno,San Luis,,,,
5701,El Riecito,San Luis,,,,
5701,El Tala,San Luis,,,,
5701,El Talita,San Luis,,,,
5701,El Volcan,San Luis,,,,
5701,Embalse La Florida,San Luis,,,,
5701,Estancia Grande,San Luis,,,,
5701,Gruta De Intihuasi,San Luis,,,,
5701,Hinojito,San Luis,,,,
5701,Intiguasi,San Luis,,,,
5701,Isla,San Luis,,,,
5701,Juana Koslay,San Luis,,,,
5701,La Alianza,San Luis,,,,
5701,La Bajada,San Luis,,,,
5701,La Calaguala,San Luis,,,,
5701,La Cienaga,San Luis,,,,
5701,La Higuerita,San Luis,,,,
5701,La Pampa,San Luis,,,,
5701,Laguna Brava,San Luis,,,,
5701,Las Barranquitas,San Luis,,,,
5701,Las C De S Martin,San Luis,,,,
5701,Los Arroyos,San Luis,,,,
5701,Los Carricitos,San Luis,,,,
5701,Los Montes,San Luis,,,,
5701,Los Pasitos,San Luis,,,,
5701,Los Puquios,San Luis,,,,
5701,Los Tapiales,San Luis,,,,
5701,Maray,San Luis,,,,
5701,Marmol Verde,San Luis,,,,
5701,Mina Carolina,San Luis,,,,
5701,Mina Santo Domingo,San Luis,,,,
5701,Monte Chiquito,San Luis,,,,
5701,Ojo De Agua,San Luis,,,,
5701,Once De Mayo,San Luis,,,,
5701,Pampa D Tamborero,San Luis,,,,
5701,Pampita,San Luis,,,,
5701,Pantanillos,San Luis,,,,
5701,Paso De Cuero,San Luis,,,,
5701,Paso Del Rey,San Luis,,,,
5701,Paso Juan Gomez,San Luis,,,,
5701,Q De La Burra,San Luis,,,,
5701,Rio Grande,San Luis,,,,
5701,San Miguel,San Luis,,,,
5701,Santa Clara,San Luis,,,,
5701,Saucesito,San Luis,,,,
5701,Sol De Abril,San Luis,,,,
5701,Solobasta,San Luis,,,,
5701,Talarcito,San Luis,,,,
5701,Totoral,San Luis,,,,
5701,Trapiche,San Luis,,,,
5701,Tukiros,San Luis,,,,
5701,V De La Pancanta,San Luis,,,,
5701,Vallecito,San Luis,,,,
5701,Virarco,San Luis,,,,
5702,San Luis,San Luis,,,,
5703,Ahi Veremos,San Luis,,,,
5703,Alta Gracia,San Luis,,,,
5703,Alto,San Luis,,,,
5703,Arbol Solo,San Luis,,,,
5703,Balde De Amira,San Luis,,,,
5703,Balde Del Rosario,San Luis,,,,
5703,Barranca Colorada,San Luis,,,,
5703,Barrial,San Luis,,,,
5703,Caqada Angosta,San Luis,,,,
5703,Divisadero,San Luis,,,,
5703,El Bagual,San Luis,,,,
5703,El Balde,San Luis,,,,
5703,El Chaqar,San Luis,,,,
5703,El Espinillo,San Luis,,,,
5703,El Milagro,San Luis,,,,
5703,El Paraiso,San Luis,,,,
5703,El Payero,San Luis,,,,
5703,El Pot De Leyes,San Luis,,,,
5703,El Salto,San Luis,,,,
5703,El Zampal,San Luis,,,,
5703,Espinillo,San Luis,,,,
5703,Hipolito Yrigoyen,San Luis,,,,
5703,La Chilca,San Luis,,,,
5703,La Corina,San Luis,,,,
5703,La Duda,San Luis,,,,
5703,La Escondida,San Luis,,,,
5703,La Esperanza,San Luis,,,,
5703,La Eulogia,San Luis,,,,
5703,La Garza,San Luis,,,,
5703,La Julia,San Luis,,,,
5703,La Majada,San Luis,,,,
5703,La Quebrada,San Luis,,,,
5703,La Salud,San Luis,,,,
5703,La Sandia,San Luis,,,,
5703,La Serrana,San Luis,,,,
5703,La Union,San Luis,,,,
5703,Las Caritas,San Luis,,,,
5703,Las Lomas,San Luis,,,,
5703,Longari,San Luis,,,,
5703,Los Algarrobos,San Luis,,,,
5703,Los Chaqares,San Luis,,,,
5703,Los Molles,San Luis,,,,
5703,Los Ramblones,San Luis,,,,
5703,Manantiales,San Luis,,,,
5703,Paliguanta,San Luis,,,,
5703,Paraiso,San Luis,,,,
5703,Pozo Del Carril,San Luis,,,,
5703,Pozo Del Espinillo,San Luis,,,,
5703,Pozo Santiago,San Luis,,,,
5703,Pozo Simon,San Luis,,,,
5703,Represa Del Chaqar,San Luis,,,,
5703,Retamo,San Luis,,,,
5703,Retiro,San Luis,,,,
5703,Rumiguasi,San Luis,,,,
5703,San Jose,San Luis,,,,
5703,San Raimundo,San Luis,,,,
5703,San Roque,San Luis,,,,
5703,Seis De Septiembre,San Luis,,,,
5703,Taza Blanca,San Luis,,,,
5703,Toro Negro,San Luis,,,,
5703,Vizcacheras,San Luis,,,,
5704,Potrero De Los Funes,San Luis,,,,
5705,Agua Hedionda,San Luis,,,,
5705,Algarrobal,San Luis,,,,
5705,Balde Hondo,San Luis,,,,
5705,Banda Sud,San Luis,,,,
5705,Baqado Lindo,San Luis,,,,
5705,Bella Vista,San Luis,,,,
5705,Campanario,San Luis,,,,
5705,La Bava,San Luis,,,,
5705,La Porfia,San Luis,,,,
5705,La Represita,San Luis,,,,
5705,Las Salinas,San Luis,,,,
5705,Maravilla,San Luis,,,,
5705,P Pampa Invernada,San Luis,,,,
5705,P Q Cal,San Luis,,,,
5705,Pampa Invernada,San Luis,,,,
5705,Pozo Cavado,San Luis,,,,
5705,Pozo De Los Rayos,San Luis,,,,
5705,Pozo Del Tala,San Luis,,,,
5705,Pta Del Portezuelo,San Luis,,,,
5705,Puerto Rico,San Luis,,,,
5705,Ramadita,San Luis,,,,
5705,Ramblones,San Luis,,,,
5705,Rio Juan Gomez,San Luis,,,,
5705,Rodeo Cadenas,San Luis,,,,
5705,S F Del M. De Oro,San Luis,,,,
5705,San Fco Del Monte De Oro,San Luis,,,,
5705,Socoscora,San Luis,,,,
5705,Tintitaco,San Luis,,,,
5707,Aguaditas,San Luis,,,,
5707,Balde De Arriba,San Luis,,,,
5707,Balde De Azcurra,San Luis,,,,
5707,Balde De Puertas,San Luis,,,,
5707,Baldecito La Pampa,San Luis,,,,
5707,Baqado,San Luis,,,,
5707,Barriales,San Luis,,,,
5707,Bella Vista,San Luis,,,,
5707,Botijas,San Luis,,,,
5707,Cantantal,San Luis,,,,
5707,Carmelo,San Luis,,,,
5707,Cerro Bayo,San Luis,,,,
5707,Cerro Negro,San Luis,,,,
5707,Chimbas,San Luis,,,,
5707,Chimborazo,San Luis,,,,
5707,El Mollarcito,San Luis,,,,
5707,El Rincon,San Luis,,,,
5707,El Verano,San Luis,,,,
5707,Gualtaran,San Luis,,,,
5707,La Patria,San Luis,,,,
5707,La Salvadora,San Luis,,,,
5707,Las Lagunas,San Luis,,,,
5707,Las Lagunitas,San Luis,,,,
5707,Las Mesias,San Luis,,,,
5707,Las Pampitas,San Luis,,,,
5707,Lindo,San Luis,,,,
5707,Lomas Blancas,San Luis,,,,
5707,Los Almacigos,San Luis,,,,
5707,Los Mendocinos,San Luis,,,,
5707,Manantial Blanco,San Luis,,,,
5707,Monte Carmelo,San Luis,,,,
5707,Pampa Grande,San Luis,,,,
5707,Paso De Piedra,San Luis,,,,
5707,Pastal,San Luis,,,,
5707,Peqon Colorado,San Luis,,,,
5707,Pozo Del Molle,San Luis,,,,
5707,Reconquista,San Luis,,,,
5707,San Rufino,San Luis,,,,
5707,San Salvador,San Luis,,,,
5707,Santa Rosa,San Luis,,,,
5707,Santa Victoria,San Luis,,,,
5707,Santo Domingo,San Luis,,,,
5707,Serafina,San Luis,,,,
5707,Temeraria,San Luis,,,,
5707,Vista Alegre,San Luis,,,,
5707,Zampal,San Luis,,,,
5709,Baqadito Viejo,San Luis,,,,
5709,Caqada Quemada,San Luis,,,,
5709,Cebollar,San Luis,,,,
5709,Consulta,San Luis,,,,
5709,Corral De Piedra,San Luis,,,,
5709,El Manantial,San Luis,,,,
5709,El Molino,San Luis,,,,
5709,La Esquina,San Luis,,,,
5709,La Legua,San Luis,,,,
5709,Los Pejes,San Luis,,,,
5709,Lujan,San Luis,,,,
5709,Manantial,San Luis,,,,
5709,Santa Rufina,San Luis,,,,
5709,Santa Teresita,San Luis,,,,
5710,La Punta,San Luis,,,,
5711,Angelita,San Luis,,,,
5711,Bajada,San Luis,,,,
5711,Balde De Escudero,San Luis,,,,
5711,Balde Retamo,San Luis,,,,
5711,Balde Viejo,San Luis,,,,
5711,Baqadito,San Luis,,,,
5711,Baqado De Cautana,San Luis,,,,
5711,Baqos Zapallar,San Luis,,,,
5711,Becerra,San Luis,,,,
5711,El Baqado,San Luis,,,,
5711,El Calden,San Luis,,,,
5711,El Chaqar,San Luis,,,,
5711,El Injerto,San Luis,,,,
5711,El Potrerillo,San Luis,,,,
5711,El Puesto,San Luis,,,,
5711,El Quebracho,San Luis,,,,
5711,El Retamo,San Luis,,,,
5711,El Rio,San Luis,,,,
5711,El Zapallar,San Luis,,,,
5711,Entre Rios,San Luis,,,,
5711,Estancia La Blanca,San Luis,,,,
5711,Estancia La Union,San Luis,,,,
5711,La Aguada,San Luis,,,,
5711,La Brea,San Luis,,,,
5711,La Florida,San Luis,,,,
5711,La Linea,San Luis,,,,
5711,La Union,San Luis,,,,
5711,La Vertiente,San Luis,,,,
5711,Las Claritas,San Luis,,,,
5711,Las Playas,San Luis,,,,
5711,Las Puertas,San Luis,,,,
5711,Los Chenas,San Luis,,,,
5711,Los Molles,San Luis,,,,
5711,Naranjo,San Luis,,,,
5711,Paso Del Medio,San Luis,,,,
5711,Pie De La Cuesta,San Luis,,,,
5711,Puesto De Tabares,San Luis,,,,
5711,Puesto Talar,San Luis,,,,
5711,Puntos De La Linea,San Luis,,,,
5711,Quines,San Luis,,,,
5711,Represa Del Monte,San Luis,,,,
5711,Salinas,San Luis,,,,
5711,San Miguel,San Luis,,,,
5711,Sant Ana,San Luis,,,,
5711,Santa Clara,San Luis,,,,
5712,Juana Koslay,San Luis,,,,
5713,Balde Ahumada,San Luis,,,,
5713,Balde De Guardia,San Luis,,,,
5713,Balde De La Linea,San Luis,,,,
5713,Balde De Quines,San Luis,,,,
5713,Balde De Torres,San Luis,,,,
5713,Balde El Carril,San Luis,,,,
5713,Baldecito,San Luis,,,,
5713,Candelaria,San Luis,,,,
5713,El Cadillo,San Luis,,,,
5713,El Hormiguero,San Luis,,,,
5713,El Mollar,San Luis,,,,
5713,El Puestito,San Luis,,,,
5713,El Sembrado,San Luis,,,,
5713,La Bajada,San Luis,,,,
5713,La Colonia,San Luis,,,,
5713,La Medula,San Luis,,,,
5713,La Moderna,San Luis,,,,
5713,La Plata,San Luis,,,,
5713,La Ramada,San Luis,,,,
5713,La Resistencia,San Luis,,,,
5713,La Sirena,San Luis,,,,
5713,La Tusca,San Luis,,,,
5713,Las Bajadas,San Luis,,,,
5713,Las Chimbas,San Luis,,,,
5713,Las Playas Args,San Luis,,,,
5713,Los Arces,San Luis,,,,
5713,Medano Ballo,San Luis,,,,
5713,Patio Limpio,San Luis,,,,
5713,Puesto Roberto,San Luis,,,,
5713,Quebrachito,San Luis,,,,
5713,San Celestino,San Luis,,,,
5713,San Martin,San Luis,,,,
5713,San Pedro,San Luis,,,,
5713,Tres Caqadas,San Luis,,,,
5714,La Firmeza,Santiago Del Estero,,,,
5714,Pot De Los Funes,San Luis,,,,
5714,Potrero De Los Funes,San Luis,,,,
5715,Arbol Verde,San Luis,,,,
5715,Balde De Escudero,Catamarca,,,,
5715,Balde De Garcia,San Luis,,,,
5715,Balde De Guiqazu,San Luis,,,,
5715,Balde De Ledesma,San Luis,,,,
5715,Balde De Monte,San Luis,,,,
5715,Balde De Nuevo,San Luis,,,,
5715,Balde Del Escudero,San Luis,,,,
5715,Bella Vista,San Luis,,,,
5715,Caqada,San Luis,,,,
5715,El Alto,San Luis,,,,
5715,El Barrial,San Luis,,,,
5715,El Pocito,San Luis,,,,
5715,El Tembleque,San Luis,,,,
5715,Florida,San Luis,,,,
5715,Islitas,San Luis,,,,
5715,Las Cabras,San Luis,,,,
5715,Las Islitas,San Luis,,,,
5715,Las Palomas,San Luis,,,,
5715,Las Rosadas,San Luis,,,,
5715,Los Algarrobitos,San Luis,,,,
5715,Los Cerrillos,San Luis,,,,
5715,Pocitos,San Luis,,,,
5715,Pozo Del Medio,San Luis,,,,
5715,San Jorge,San Luis,,,,
5716,V De La Quebrada,San Luis,,,,
5716,Villa De La Quebrada,San Luis,,,,
5717,El Calden,La Rioja,,,,
5717,El Pimpollo,San Luis,,,,
5718,San Roque,San Luis,,,,
5719,Agua Amarga,San Luis,,,,
5719,Aguadita,Catamarca,,,,
5719,Alazanas,San Luis,,,,
5719,Algarrobos Grandes,Catamarca,,,,
5719,Altillo,San Luis,,,,
5719,Alto Negro,Catamarca,,,,
5719,Bajo De La Cruz,San Luis,,,,
5719,Barzola,San Luis,,,,
5719,Bebida,San Luis,,,,
5719,Bella Estancia,Catamarca,,,,
5719,C Del Cantaro,Catamarca,,,,
5719,Caqada De Vilan,Catamarca,,,,
5719,Charlone,Catamarca,,,,
5719,Charlones,San Luis,,,,
5719,El Calden,San Luis,,,,
5719,El Carmen,San Luis,,,,
5719,El Charabon,San Luis,,,,
5719,El Dichoso,Catamarca,,,,
5719,El Jarillal,San Luis,,,,
5719,El Molle,San Luis,,,,
5719,El Pedernal,San Luis,,,,
5719,El Ramblon,Catamarca,,,,
5719,El Valle,San Luis,,,,
5719,Estancia El Medano,San Luis,,,,
5719,Estancia San Roque,Catamarca,,,,
5719,Gigante,San Luis,,,,
5719,Hualtaran,San Luis,,,,
5719,La Aguada,San Luis,,,,
5719,La Alameda,Catamarca,,,,
5719,La Calera,San Luis,,,,
5719,La Calera- San Luis,San Luis,,,,
5719,La Chaqarienta,San Luis,,,,
5719,La Empajada,San Luis,,,,
5719,La Estrella,San Luis,,,,
5719,La Florida,San Luis,,,,
5719,La Josefa,San Luis,,,,
5719,La Juanita,San Luis,,,,
5719,La Merced,Catamarca,,,,
5719,La Primavera,San Luis,,,,
5719,La Yesera,San Luis,,,,
5719,Las Barrancas,San Luis,,,,
5719,Las Galeras,Catamarca,,,,
5719,Las Lagunas,San Luis,,,,
5719,Los Aguados,San Luis,,,,
5719,Los Araditos,San Luis,,,,
5719,Los Cerritos,San Luis,,,,
5719,Los Chancaros,Catamarca,,,,
5719,Los Talas,San Luis,,,,
5719,Los Telarios,San Luis,,,,
5719,Monte Verde,San Luis,,,,
5719,Moyarcito,Catamarca,,,,
5719,Portezuelo,Catamarca,,,,
5719,Puerto Alegre,San Luis,,,,
5719,Punta De La Sierra,La Rioja,,,,
5719,Recreo,Catamarca,,,,
5719,Represa Del Carmen,San Luis,,,,
5719,Romance,Catamarca,,,,
5719,S Rosa Del Gigante,Catamarca,,,,
5719,San Agustin,Catamarca,,,,
5719,San Antonio,San Luis,,,,
5719,San Geronimo,San Luis,,,,
5719,San Isidro,San Luis,,,,
5719,San Pedro,San Luis,,,,
5719,Santa Ana,San Luis,,,,
5719,Santa Maria,Catamarca,,,,
5719,Santa Rosa,Catamarca,,,,
5719,Tres Lomas,Catamarca,,,,
5719,Tres Puertas,Catamarca,,,,
5720,Nogoli,San Luis,,,,
5721,Agua Seballe,San Luis,,,,
5721,Aguas De Piedras,San Luis,,,,
5721,Alto Del Valle,San Luis,,,,
5721,Alto Grande,San Luis,,,,
5721,Alto Pelado,San Luis,,,,
5721,Beazley,San Luis,,,,
5721,C Santa Virginia,San Luis,,,,
5721,Caqa Larga,San Luis,,,,
5721,Cerro Varela,San Luis,,,,
5721,Cerro Viejo,San Luis,,,,
5721,Chalanta,San Luis,,,,
5721,Chischaca,San Luis,,,,
5721,Chischaquita,San Luis,,,,
5721,El Cazador,San Luis,,,,
5721,El Lechuzo,San Luis,,,,
5721,El Molle,San Luis,,,,
5721,El Socorro,San Luis,,,,
5721,El Totoral,San Luis,,,,
5721,Estacion Zanjitas,San Luis,,,,
5721,Fortin Salto,San Luis,,,,
5721,Gorgonta,San Luis,,,,
5721,Huejeda,San Luis,,,,
5721,La Agua Nueva,San Luis,,,,
5721,La Amarga,San Luis,,,,
5721,La Bonita,San Luis,,,,
5721,La Caqada,San Luis,,,,
5721,La Costa,San Luis,,,,
5721,La Dulce,San Luis,,,,
5721,La Emilia,San Luis,,,,
5721,La Irene,San Luis,,,,
5721,La Jerga,San Luis,,,,
5721,La Peregrina,San Luis,,,,
5721,La Represa,San Luis,,,,
5721,La Seqa,San Luis,,,,
5721,La Se¤a,San Luis,,,,
5721,La Tosca,San Luis,,,,
5721,La Totora,San Luis,,,,
5721,La Verde,San Luis,,,,
5721,Las Colonias,San Luis,,,,
5721,Las Gamas,San Luis,,,,
5721,Las Lagunitas,San Luis,,,,
5721,Las Piedritas,San Luis,,,,
5721,Las Tres Caqadas,San Luis,,,,
5721,Las Viscacheras,San Luis,,,,
5721,Los Cerrillos,San Luis,,,,
5721,Los Chaqaritos,San Luis,,,,
5721,Los Claveles,San Luis,,,,
5721,Los Coros,San Luis,,,,
5721,Los Jagueles,San Luis,,,,
5721,Mosmota,San Luis,,,,
5721,P De Las Salinas,San Luis,,,,
5721,P De Los Jumes,San Luis,,,,
5721,Paje,San Luis,,,,
5721,Paso Ancho,San Luis,,,,
5721,Paso De La Tierra,San Luis,,,,
5721,Paso De Las Toscas,San Luis,,,,
5721,Paso De Las Vacas,San Luis,,,,
5721,Paso De Los Bayos,San Luis,,,,
5721,Pozo Cercado,San Luis,,,,
5721,Puente La Orqueta,San Luis,,,,
5721,Puerta De La Isla,San Luis,,,,
5721,Punta Del Cerro,San Luis,,,,
5721,Puntos De Agua,San Luis,,,,
5721,Salitral,San Luis,,,,
5721,Salto Chico,San Luis,,,,
5721,San Antonio,San Luis,,,,
5721,San Geronimo,San Luis,,,,
5721,San Jorge,San Luis,,,,
5721,San Martin,San Luis,,,,
5721,San Vicente,San Luis,,,,
5721,Santa Isabel,San Luis,,,,
5721,Tamascanes,San Luis,,,,
5721,Transval,San Luis,,,,
5721,Travesia,San Luis,,,,
5721,Tres Caqadas,San Luis,,,,
5721,Vacas Muertas,San Luis,,,,
5721,Varela,San Luis,,,,
5722,Acasape,San Luis,,,,
5722,Alto Del Leon,San Luis,,,,
5722,Auto Grande,San Luis,,,,
5722,Balda,San Luis,,,,
5722,Campo De San Pedro,San Luis,,,,
5722,Eleodoro Lobos,San Luis,,,,
5722,Juan W Gez,San Luis,,,,
5722,La Delia,San Luis,,,,
5722,La Maria,San Luis,,,,
5722,La Yerba Buena,San Luis,,,,
5722,Las Caqitas,San Luis,,,,
5722,Las Higueras,San Luis,,,,
5722,Lince,San Luis,,,,
5722,Santa Dionisia,San Luis,,,,
5723,El Chorrillo,San Luis,,,,
5724,Alto Pencoso,San Luis,,,,
5724,Balde,San Luis,,,,
5724,Bebedero,San Luis,,,,
5724,Bella Vista,San Luis,,,,
5724,Chosmes,San Luis,,,,
5724,El Charco,San Luis,,,,
5724,El Mataco,San Luis,,,,
5724,El Negro,San Luis,,,,
5724,Guasquita,San Luis,,,,
5724,Jarilla,San Luis,,,,
5724,La Brea,San Luis,,,,
5724,La Cabra,San Luis,,,,
5724,La Reforma,San Luis,,,,
5724,La Selva,San Luis,,,,
5724,La Union,San Luis,,,,
5724,Laguna Seca,San Luis,,,,
5724,Los Tamariqos,San Luis,,,,
5724,Mantilla,San Luis,,,,
5724,Mataco,San Luis,,,,
5724,Negro Muerto,San Luis,,,,
5724,P Los Algarrobos,San Luis,,,,
5724,Palomar,San Luis,,,,
5724,Reforma Chica,San Luis,,,,
5724,Salinas Del Bebedero,San Luis,,,,
5724,Santa Rita,San Luis,,,,
5724,Snas D Bebedero,San Luis,,,,
5725,Carolina,San Luis,,,,
5726,La Florida,San Luis,,,,
5730,20 De Febrero,San Luis,,,,
5730,3 Esquinas,San Luis,,,,
5730,A Del Portezuelo,San Luis,,,,
5730,C Jardin De S Luis,San Luis,,,,
5730,Coronel Alzogaray,San Luis,,,,
5730,Cra La Primavera,San Luis,,,,
5730,E El Chamico,San Luis,,,,
5730,E El Divisadero,San Luis,,,,
5730,E El Quebrachal,San Luis,,,,
5730,E El Saucecito,San Luis,,,,
5730,E La Guardia,San Luis,,,,
5730,E La Reserva,San Luis,,,,
5730,E La Zulemita,San Luis,,,,
5730,E Las Bebidas,San Luis,,,,
5730,E Los Hermanos,San Luis,,,,
5730,E Los Nogales,San Luis,,,,
5730,E San Alberto,San Luis,,,,
5730,El Chaqar,San Luis,,,,
5730,El Dique,San Luis,,,,
5730,El Fortin,San Luis,,,,
5730,Est S Francisco,San Luis,,,,
5730,Kilometro 656,San Luis,,,,
5730,La Negrita,San Luis,,,,
5730,La Primavera,San Luis,,,,
5730,Las Palmas,San Luis,,,,
5730,Lavaisse,San Luis,,,,
5730,Liborio Luna,San Luis,,,,
5730,Marlito,San Luis,,,,
5730,Medano Chico,San Luis,,,,
5730,Medano Grande,San Luis,,,,
5730,Mercedes,San Luis,,,,
5730,Pedernera,San Luis,,,,
5730,Puesto Bella Vista,San Luis,,,,
5730,Puesto El Tala,San Luis,,,,
5730,San Ramon,San Luis,,,,
5730,Santa Clara,San Luis,,,,
5730,Villa Mercedes,San Luis,,,,
5730,Villa Santiago,San Luis,,,,
5730,Vista Hermosa,San Luis,,,,
5731,Alfaland,San Luis,,,,
5731,Cerro Blanco,San Luis,,,,
5731,Cerro Negro,San Luis,,,,
5731,E La Guillermina,San Luis,,,,
5731,E San Antonio,San Luis,,,,
5731,El Morro,San Luis,,,,
5731,El Pasajero,San Luis,,,,
5731,El Plateado,San Luis,,,,
5731,El Sarco,San Luis,,,,
5731,Estancia La Morena,San Luis,,,,
5731,Juan Jorba,San Luis,,,,
5731,Juante,San Luis,,,,
5731,La Angelina,San Luis,,,,
5731,La Bertita,San Luis,,,,
5731,La Gama,San Luis,,,,
5731,La Iberia,San Luis,,,,
5731,La Javiera,San Luis,,,,
5731,La Negra,San Luis,,,,
5731,La Portada,San Luis,,,,
5731,Las Carolinas,San Luis,,,,
5731,Las Praderas,San Luis,,,,
5731,Los Cerrillos,San Luis,,,,
5731,Los Cisnes,San Luis,,,,
5731,San Juan De Tastu,San Luis,,,,
5731,Tasto,San Luis,,,,
5731,Viscacheras,San Luis,,,,
5732,La Gama,San Luis,,,,
5732,Mercedes,San Luis,,,,
5732,Villa Mercedes,San Luis,,,,
5733,Cramer,San Luis,,,,
5733,Villa Reynolds,San Luis,,,,
5734,La Ribera,San Luis,,,,
5734,Piedra Pintada,Cordoba,,,,
5735,C Bella Vista,San Luis,,,,
5735,Colonia Bella Vista,San Luis,,,,
5735,Isondu,San Luis,,,,
5735,Juan Llerena,San Luis,,,,
5735,La Venecia,San Luis,,,,
5736,Fraga,San Luis,,,,
5736,La Adela,San Luis,,,,
5736,La Cautiva,San Luis,,,,
5736,Medanos,San Luis,,,,
5736,P De Las Carretas,San Luis,,,,
5736,Paines,San Luis,,,,
5736,San Ignacio,San Luis,,,,
5738,Santa Catalina,San Luis,,,,
5738,Avanzada,San Luis,,,,
5738,Caldenadas,San Luis,,,,
5738,Colonia Luna,San Luis,,,,
5738,El Carmen,San Luis,,,,
5738,El Mangrullo,San Luis,,,,
5738,El Nasao,San Luis,,,,
5738,General Pedernera,San Luis,,,,
5738,Justo Daract,San Luis,,,,
5738,La Carmen,San Luis,,,,
5738,La Elida,San Luis,,,,
5738,La Garrapata,San Luis,,,,
5738,La Magdalena,San Luis,,,,
5738,La Mascota,San Luis,,,,
5738,La Tula,San Luis,,,,
5738,Las Encadenadas,San Luis,,,,
5738,Las Meladas,San Luis,,,,
5738,Las Totoritas,San Luis,,,,
5738,Los Cesares,San Luis,,,,
5738,Los Esquineros,San Luis,,,,
5738,Los Medanos,San Luis,,,,
5738,Los Pozos,San Luis,,,,
5738,Paunero,San Luis,,,,
5738,Rio Quinto,San Luis,,,,
5740,San Jose,San Luis,,,,
5741,Alto Verde,San Luis,,,,
5741,Aviador Origone,San Luis,,,,
5741,Bajos Hondos,San Luis,,,,
5741,Capelen,San Luis,,,,
5741,El Calden,San Luis,,,,
5741,La Elisa,San Luis,,,,
5741,La Flecha,San Luis,,,,
5741,La Josefina,San Luis,,,,
5741,La Palmira,San Luis,,,,
5741,La Realidad,San Luis,,,,
5741,La Silesia,San Luis,,,,
5741,Laguna Capelen,San Luis,,,,
5741,Laguna Sayape,San Luis,,,,
5741,Nossar,San Luis,,,,
5741,Portada Del Sauce,San Luis,,,,
5741,S Jose Del Durazno,San Luis,,,,
5741,Trece De Enero,San Luis,,,,
5742,El Borbollon,Mendoza,,,,
5743,El Pastal,San Luis,,,,
5743,La Isabel,San Luis,,,,
5743,Nueva Escocia,San Luis,,,,
5743,San Camilo,San Luis,,,,
5750,Alto De La Leqa,San Luis,,,,
5750,Arboleda,San Luis,,,,
5750,Canteras S Isabel,San Luis,,,,
5750,Caqada Del Pasto,San Luis,,,,
5750,Caqada San Antonio,San Luis,,,,
5750,Casas Viejas,San Luis,,,,
5750,Cerro De La Pila,San Luis,,,,
5750,Cerro Verde,San Luis,,,,
5750,Com Granville,San Luis,,,,
5750,Comandante Granville,San Luis,,,,
5750,Cuatro Esquinas,San Luis,,,,
5750,Dique La Florida,San Luis,,,,
5750,E Las Flores,San Luis,,,,
5750,El Blanco,San Luis,,,,
5750,El Portezuelo,San Luis,,,,
5750,El Pozo,San Luis,,,,
5750,El Rosario,San Luis,,,,
5750,El Salado,San Luis,,,,
5750,El Vallecito,San Luis,,,,
5750,Estancia El Salado,San Luis,,,,
5750,La Aguada,San Luis,,,,
5750,La Alameda,San Luis,,,,
5750,La Atalaya,San Luis,,,,
5750,La Caqada,San Luis,,,,
5750,La Fragua,San Luis,,,,
5750,La Justa,San Luis,,,,
5750,La Providencia,San Luis,,,,
5750,La Rinconada,San Luis,,,,
5750,La Toma,San Luis,,,,
5750,La Totora,San Luis,,,,
5750,Las Delicias,San Luis,,,,
5750,Las Flores,San Luis,,,,
5750,Las Peqas,San Luis,,,,
5750,Las Rosas,San Luis,,,,
5750,Loma Del Medio,San Luis,,,,
5750,Los Menbrillos,San Luis,,,,
5750,Piedras Blancas,San Luis,,,,
5750,Quebrada Honda,San Luis,,,,
5750,Riecito,San Luis,,,,
5750,S J De L Chaqares,San Luis,,,,
5750,Salado,San Luis,,,,
5750,San Antonio,San Luis,,,,
5750,Santa Isabel,San Luis,,,,
5750,Sololosta,San Luis,,,,
5750,Tamboreo,San Luis,,,,
5750,Yacoro,San Luis,,,,
5751,Agua Salada,San Luis,,,,
5751,El Chaqar,San Luis,,,,
5751,El Talita,San Luis,,,,
5751,La Arboleda,San Luis,,,,
5751,La Petra,San Luis,,,,
5751,Los Medanitos,San Luis,,,,
5751,Manantial Grande,San Luis,,,,
5751,Saladillo,San Luis,,,,
5751,San Gregorio,San Luis,,,,
5752,Las Chacras,San Luis,,,,
5753,Agua Linda,San Luis,,,,
5753,Ancamilla,San Luis,,,,
5753,Arroyo La Cal,San Luis,,,,
5753,Bajo De Conlara,San Luis,,,,
5753,Bajo La Laguna,San Luis,,,,
5753,C Del Puestito,San Luis,,,,
5753,Caqada Blanca,San Luis,,,,
5753,Caqada La Tienda,San Luis,,,,
5753,Caqada Quemada,San Luis,,,,
5753,Casa De Condor,San Luis,,,,
5753,Casa De Piedra,San Luis,,,,
5753,Cerrito,San Luis,,,,
5753,Cerro Colorado,San Luis,,,,
5753,Chutusa,San Luis,,,,
5753,Consuelo,San Luis,,,,
5753,Corral Del Tala,San Luis,,,,
5753,Corrales,San Luis,,,,
